V1,V2,V3,V4,V5,V6,V7,Class
1,8,0,9,10,10.05,36.14,P
2,0,11,9,10,9.06,36.14,P
3,0,11,1,19,8.06,36.14,P
4,9,10,9,35,25,36.14,P
0,0,0,0,23,23,44.92,P
1,11,0,11,26,26,44.92,P
2,0,23,11,26,11.4,44.92,P
3,0,23,2,29,6.32,44.92,P
4,11,26,13,43,17.12,44.92,P
0,0,0,0,22,22,42.2,P
1,22,0,23,8,8.06,42.2,P
2,0,22,23,8,26.93,42.2,P
3,0,22,2,34,12.17,42.2,P
4,23,8,25,33,25.08,42.2,P
0,0,0,0,13,13,34.71,P
1,21,0,23,16,16.12,34.71,P
2,0,13,23,16,23.19,34.71,P
3,0,13,1,26,13.04,34.71,P
4,23,16,23,23,7,34.71,P
0,0,0,0,20,20,39.96,P
1,19,0,21,14,14.14,39.96,P
2,0,20,21,14,21.84,39.96,P
3,0,20,0,34,14,39.96,P
4,21,14,21,31,17,39.96,P
0,0,0,0,9,9,31.24,P
1,22,0,24,9,9.22,31.24,P
2,0,9,24,9,24,31.24,P
3,0,9,1,20,11.05,31.24,P
4,24,9,23,18,9.06,31.24,P
0,0,0,0,20,20,47.38,P
1,6,0,6,23,23,47.38,P
2,0,20,6,23,6.71,47.38,P
3,0,20,0,35,15,47.38,P
4,6,23,6,47,24,47.38,P
0,0,0,0,22,22,43.86,P
1,18,0,18,7,7,43.86,P
2,0,22,18,7,23.43,43.86,P
3,0,22,0,40,18,43.86,P
4,18,7,18,32,25,43.86,P
0,0,0,0,21,21,36.88,P
1,24,0,24,18,18,36.88,P
2,0,21,24,18,24.19,36.88,P
3,0,21,1,27,6.08,36.88,P
4,24,18,24,28,10,36.88,P
0,0,0,0,9,9,41.04,P
1,25,0,27,7,7.28,41.04,P
2,0,9,27,7,27.07,41.04,P
3,0,9,0,19,10,41.04,P
4,27,7,28,30,23.02,41.04,P
0,0,0,0,8,8,36.12,P
1,22,0,24,9,9.22,36.12,P
2,0,8,24,9,24.02,36.12,P
3,0,8,2,22,14.14,36.12,P
4,24,9,24,27,18,36.12,P
0,0,0,0,16,16,42.2,P
1,8,0,10,18,18.11,42.2,P
2,0,16,10,18,10.2,42.2,P
3,0,16,2,22,6.32,42.2,P
4,10,18,10,41,23,42.2,P
0,0,0,0,11,11,35.36,P
1,15,0,16,6,6.08,35.36,P
2,0,11,16,6,16.76,35.36,P
3,0,11,1,21,10.05,35.36,P
4,16,6,17,31,25.02,35.36,P
0,0,0,0,6,6,34.01,P
1,13,0,13,6,6,34.01,P
2,0,6,13,6,13,34.01,P
3,0,6,2,31,25.08,34.01,P
4,13,6,14,14,8.06,34.01,P
0,0,0,0,14,14,31.02,P
1,10,0,11,18,18.03,31.02,P
2,0,14,11,18,11.7,31.02,P
3,0,14,1,26,12.04,31.02,P
4,11,18,11,29,11,31.02,P
0,0,0,0,7,7,38.28,P
1,21,0,21,10,10,38.28,P
2,0,7,21,10,21.21,38.28,P
3,0,7,2,32,25.08,38.28,P
4,21,10,21,24,14,38.28,P
0,0,0,0,19,19,31.62,P
1,7,0,8,7,7.07,31.62,P
2,0,19,8,7,14.42,31.62,P
3,0,19,0,30,11,31.62,P
4,8,7,10,14,7.28,31.62,P
0,0,0,0,9,9,34.71,P
1,22,0,23,6,6.08,34.71,P
2,0,9,23,6,23.19,34.71,P
3,0,9,1,26,17.03,34.71,P
4,23,6,22,17,11.05,34.71,P
0,0,0,0,8,8,34.48,P
1,15,0,17,9,9.22,34.48,P
2,0,8,17,9,17.03,34.48,P
3,0,8,0,29,21,34.48,P
4,17,9,15,30,21.1,34.48,P
0,0,0,0,11,11,40,P
1,23,0,24,6,6.08,40,P
2,0,11,24,6,24.52,40,P
3,0,11,1,32,21.02,40,P
4,24,6,22,22,16.12,40,P
0,0,0,0,11,11,41.05,P
1,22,0,23,15,15.03,41.05,P
2,0,11,23,15,23.35,41.05,P
3,0,11,1,26,15.03,41.05,P
4,23,15,23,34,19,41.05,P
0,0,0,0,10,10,29.07,P
1,11,0,13,8,8.25,29.07,P
2,0,10,13,8,13.15,29.07,P
3,0,10,0,26,16,29.07,P
4,13,8,13,25,17,29.07,P
0,0,0,0,17,17,41.98,P
1,7,0,9,22,22.09,41.98,P
2,0,17,9,22,10.3,41.98,P
3,0,17,2,41,24.08,41.98,P
4,9,22,9,35,13,41.98,P
0,0,0,0,10,10,40.22,P
1,21,0,21,9,9,40.22,P
2,0,10,21,9,21.02,40.22,P
3,0,10,0,33,23,40.22,P
4,21,9,23,33,24.08,40.22,P
0,0,0,0,24,24,46.87,P
1,24,0,25,9,9.06,46.87,P
2,0,24,25,9,29.15,46.87,P
3,0,24,0,39,15,46.87,P
4,25,9,26,25,16.03,46.87,P
0,0,0,0,17,17,41.59,P
1,18,0,19,12,12.04,41.59,P
2,0,17,19,12,19.65,41.59,P
3,0,17,0,37,20,41.59,P
4,19,12,19,29,17,41.59,P
0,0,0,0,19,19,34.89,P
1,14,0,14,11,11,34.89,P
2,0,19,14,11,16.12,34.89,P
3,0,19,0,31,12,34.89,P
4,14,11,16,17,6.32,34.89,P
0,0,0,0,9,9,39.2,P
1,20,0,22,7,7.28,39.2,P
2,0,9,22,7,22.09,39.2,P
3,0,9,2,23,14.14,39.2,P
4,22,7,24,31,24.08,39.2,P
0,0,0,0,8,8,42.64,P
1,25,0,27,12,12.17,42.64,P
2,0,8,27,12,27.29,42.64,P
3,0,8,1,33,25.02,42.64,P
4,27,12,25,20,8.25,42.64,P
0,0,0,0,21,21,38.08,P
1,18,0,19,8,8.06,38.08,P
2,0,21,19,8,23.02,38.08,P
3,0,21,0,33,12,38.08,P
4,19,8,18,17,9.06,38.08,P
0,0,0,0,25,25,47.13,P
1,12,0,14,6,6.32,47.13,P
2,0,25,14,6,23.6,47.13,P
3,0,25,1,45,20.02,47.13,P
4,14,6,12,15,9.22,47.13,P
0,0,0,0,8,8,37.64,P
1,9,0,11,13,13.15,37.64,P
2,0,8,11,13,12.08,37.64,P
3,0,8,1,32,24.02,37.64,P
4,11,13,11,36,23,37.64,P
0,0,0,0,12,12,39.41,P
1,22,0,23,7,7.07,39.41,P
2,0,12,23,7,23.54,39.41,P
3,0,12,2,32,20.1,39.41,P
4,23,7,22,30,23.02,39.41,P
0,0,0,0,20,20,46.52,P
1,16,0,18,12,12.17,46.52,P
2,0,20,18,12,19.7,46.52,P
3,0,20,0,42,22,46.52,P
4,18,12,20,30,18.11,46.52,P
0,0,0,0,13,13,36.67,P
1,15,0,16,18,18.03,36.67,P
2,0,13,16,18,16.76,36.67,P
3,0,13,0,32,19,36.67,P
4,16,18,16,33,15,36.67,P
0,0,0,0,23,23,40.02,P
1,7,0,9,26,26.08,40.02,P
2,0,23,9,26,9.49,40.02,P
3,0,23,0,38,15,40.02,P
4,9,26,9,39,13,40.02,P
0,0,0,0,14,14,41.34,P
1,21,0,21,7,7,41.34,P
2,0,14,21,7,22.14,41.34,P
3,0,14,0,35,21,41.34,P
4,21,7,22,21,14.04,41.34,P
0,0,0,0,23,23,50,P
1,12,0,14,24,24.08,50,P
2,0,23,14,24,14.04,50,P
3,0,23,0,48,25,50,P
4,14,24,14,39,15,50,P
0,0,0,0,9,9,36.36,P
1,15,0,17,6,6.32,36.36,P
2,0,9,17,6,17.26,36.36,P
3,0,9,0,31,22,36.36,P
4,17,6,19,24,18.11,36.36,P
0,0,0,0,7,7,38.6,P
1,22,0,23,8,8.06,38.6,P
2,0,7,23,8,23.02,38.6,P
3,0,7,0,24,17,38.6,P
4,23,8,23,31,23,38.6,P
0,0,0,0,7,7,34,P
1,12,0,14,7,7.28,34,P
2,0,7,14,7,14,34,P
3,0,7,0,30,23,34,P
4,14,7,16,17,10.2,34,P
0,0,0,0,13,13,33.24,P
1,22,0,23,9,9.06,33.24,P
2,0,13,23,9,23.35,33.24,P
3,0,13,2,24,11.18,33.24,P
4,23,9,21,19,10.2,33.24,P
0,0,0,0,16,16,37.85,P
1,6,0,8,14,14.14,37.85,P
2,0,16,8,14,8.25,37.85,P
3,0,16,0,22,6,37.85,P
4,8,14,8,37,23,37.85,P
0,0,0,0,17,17,41.63,P
1,16,0,17,15,15.03,41.63,P
2,0,17,17,15,17.12,41.63,P
3,0,17,1,38,21.02,41.63,P
4,17,15,17,31,16,41.63,P
0,0,0,0,14,14,34.71,P
1,20,0,22,12,12.17,34.71,P
2,0,14,22,12,22.09,34.71,P
3,0,14,1,26,12.04,34.71,P
4,22,12,23,25,13.04,34.71,P
0,0,0,0,14,14,30.89,P
1,13,0,13,14,14,30.89,P
2,0,14,13,14,13,30.89,P
3,0,14,2,24,10.2,30.89,P
4,13,14,15,27,13.15,30.89,P
0,0,0,0,23,23,49.34,P
1,11,0,13,18,18.11,49.34,P
2,0,23,13,18,13.93,49.34,P
3,0,23,2,47,24.08,49.34,P
4,13,18,15,35,17.12,49.34,P
0,0,0,0,10,10,29,P
1,17,0,19,6,6.32,29,P
2,0,10,19,6,19.42,29,P
3,0,10,0,21,11,29,P
4,19,6,20,18,12.04,29,P
0,0,0,0,16,16,41.88,P
1,22,0,23,21,21.02,41.88,P
2,0,16,23,21,23.54,41.88,P
3,0,16,0,35,19,41.88,P
4,23,21,23,28,7,41.88,P
0,0,0,0,15,15,44.1,P
1,23,0,24,12,12.04,44.1,P
2,0,15,24,12,24.19,44.1,P
3,0,15,2,28,13.15,44.1,P
4,24,12,24,37,25,44.1,P
0,0,0,0,25,25,56.92,P
1,17,0,18,29,29.02,56.92,P
2,0,25,18,29,18.44,56.92,P
3,0,25,0,34,9,56.92,P
4,18,29,16,54,25.08,56.92,P
0,0,0,0,12,12,39.22,P
1,11,0,12,10,10.05,39.22,P
2,0,12,12,10,12.17,39.22,P
3,0,12,1,37,25.02,39.22,P
4,12,10,13,35,25.02,39.22,P
0,0,0,0,18,18,50.48,R
1,0,18,1,42,24.02,50.48,R
2,0,0,28,1,28.02,50.48,R
0,0,0,0,9,9,35,R
1,0,9,0,28,19,35,R
2,0,0,21,2,21.1,35,R
0,0,0,0,25,25,46.62,R
1,0,25,0,43,18,46.62,R
2,0,0,18,2,18.11,46.62,R
0,0,0,0,13,13,41.88,R
1,0,13,0,35,22,41.88,R
2,0,0,23,1,23.02,41.88,R
0,0,0,0,25,25,56.22,R
1,0,25,2,44,19.1,56.22,R
2,0,0,35,2,35.06,56.22,R
0,0,0,0,8,8,34.21,R
1,0,8,1,27,19.03,34.21,R
2,0,0,21,1,21.02,34.21,R
0,0,0,0,10,10,36.4,R
1,0,10,1,35,25.02,36.4,R
2,0,0,10,2,10.2,36.4,R
0,0,0,0,22,22,43.93,R
1,0,22,2,43,21.1,43.93,R
2,0,0,9,1,9.06,43.93,R
0,0,0,0,11,11,22.8,R
1,0,11,2,22,11.18,22.8,R
2,0,0,6,2,6.32,22.8,R
0,0,0,0,8,8,34.67,R
1,0,8,2,29,21.1,34.67,R
2,0,0,19,1,19.03,34.67,R
0,0,0,0,7,7,31.76,R
1,0,7,2,28,21.1,31.76,R
2,0,0,15,2,15.13,31.76,R
0,0,0,0,19,19,49.04,R
1,0,19,2,38,19.1,49.04,R
2,0,0,31,0,31,49.04,R
0,0,0,0,13,13,36.4,R
1,0,13,2,29,16.12,36.4,R
2,0,0,22,2,22.09,36.4,R
0,0,0,0,13,13,38.29,R
1,0,13,0,29,16,38.29,R
2,0,0,25,2,25.08,38.29,R
0,0,0,0,11,11,33.6,R
1,0,11,1,27,16.03,33.6,R
2,0,0,20,2,20.1,33.6,R
0,0,0,0,11,11,22.83,R
1,0,11,1,20,9.06,22.83,R
2,0,0,11,2,11.18,22.83,R
0,0,0,0,18,18,31.38,R
1,0,18,0,29,11,31.38,R
2,0,0,12,1,12.04,31.38,R
0,0,0,0,6,6,29.83,R
1,0,6,2,23,17.12,29.83,R
2,0,0,19,2,19.1,29.83,R
0,0,0,0,21,21,48.37,R
1,0,21,1,42,21.02,48.37,R
2,0,0,24,2,24.08,48.37,R
0,0,0,0,20,20,35.69,R
1,0,20,2,35,15.13,35.69,R
2,0,0,7,2,7.28,35.69,R
0,0,0,0,20,20,45.8,R
1,0,20,0,37,17,45.8,R
2,0,0,27,1,27.02,45.8,R
0,0,0,0,12,12,22.8,R
1,0,12,2,18,6.32,22.8,R
2,0,0,14,0,14,22.8,R
0,0,0,0,19,19,49.74,R
1,0,19,0,43,24,49.74,R
2,0,0,25,1,25.02,49.74,R
0,0,0,0,16,16,40.31,R
1,0,16,1,37,21.02,40.31,R
2,0,0,16,2,16.12,40.31,R
0,0,0,0,8,8,32.8,R
1,0,8,1,26,18.03,32.8,R
2,0,0,20,1,20.02,32.8,R
0,0,0,0,23,23,43.38,R
1,0,23,0,39,16,43.38,R
2,0,0,19,2,19.1,43.38,R
0,0,0,0,18,18,34.18,R
1,0,18,2,32,14.14,34.18,R
2,0,0,12,2,12.17,34.18,R
0,0,0,0,25,25,47.51,R
1,0,25,2,41,16.12,47.51,R
2,0,0,24,1,24.02,47.51,R
0,0,0,0,13,13,50.99,R
1,0,13,1,38,25.02,50.99,R
2,0,0,34,1,34.01,50.99,R
0,0,0,0,16,16,30.46,R
1,0,16,2,28,12.17,30.46,R
2,0,0,12,0,12,30.46,R
0,0,0,0,20,20,44.94,R
1,0,20,0,42,22,44.94,R
2,0,0,16,2,16.12,44.94,R
0,0,0,0,15,15,35.11,R
1,0,15,2,33,18.11,35.11,R
2,0,0,12,2,12.17,35.11,R
0,0,0,0,13,13,30.89,R
1,0,13,0,27,14,30.89,R
2,0,0,15,2,15.13,30.89,R
0,0,0,0,23,23,36.72,R
1,0,23,2,32,9.22,36.72,R
2,0,0,18,2,18.11,36.72,R
0,0,0,0,20,20,48.17,R
1,0,20,1,36,16.03,48.17,R
2,0,0,32,2,32.06,48.17,R
0,0,0,0,14,14,28.18,R
1,0,14,1,25,11.05,28.18,R
2,0,0,13,1,13.04,28.18,R
0,0,0,0,8,8,30,R
1,0,8,1,24,16.03,30,R
2,0,0,18,0,18,30,R
0,0,0,0,6,6,17.49,R
1,0,6,1,15,9.06,17.49,R
2,0,0,9,0,9,17.49,R
0,0,0,0,19,19,39.66,R
1,0,19,1,33,14.04,39.66,R
2,0,0,22,1,22.02,39.66,R
0,0,0,0,8,8,22.47,R
1,0,8,1,19,11.05,22.47,R
2,0,0,12,0,12,22.47,R
0,0,0,0,15,15,28.32,R
1,0,15,1,21,6.08,28.32,R
2,0,0,19,2,19.1,28.32,R
0,0,0,0,10,10,19.92,R
1,0,10,2,19,9.22,19.92,R
2,0,0,6,2,6.32,19.92,R
0,0,0,0,16,16,36.06,R
1,0,16,1,30,14.04,36.06,R
2,0,0,20,2,20.1,36.06,R
0,0,0,0,11,11,23.41,R
1,0,11,1,22,11.05,23.41,R
2,0,0,8,0,8,23.41,R
0,0,0,0,12,12,19.7,R
1,0,12,1,18,6.08,19.7,R
2,0,0,8,2,8.25,19.7,R
0,0,0,0,20,20,41.87,R
1,0,20,0,32,12,41.87,R
2,0,0,27,2,27.07,41.87,R
0,0,0,0,8,8,26.68,R
1,0,8,0,26,18,26.68,R
2,0,0,6,0,6,26.68,R
0,0,0,0,15,15,49.58,R
1,0,15,0,37,22,49.58,R
2,0,0,33,1,33.02,49.58,R
0,0,0,0,21,21,35.78,R
1,0,21,0,32,11,35.78,R
2,0,0,16,2,16.12,35.78,R
0,0,0,0,7,7,18.44,R
1,0,7,0,14,7,18.44,R
2,0,0,12,1,12.04,18.44,R
0,0,0,0,18,18,30.36,R
1,0,18,1,29,11.05,30.36,R
2,0,0,9,0,9,30.36,R
0,0,0,0,14,14,25,R
1,0,14,2,24,10.2,25,R
2,0,0,7,2,7.28,25,R
0,0,0,0,19,19,34.83,R
1,0,19,1,27,8.06,34.83,R
2,0,0,22,0,22,34.83,R
0,0,0,0,12,12,35.47,R
1,0,12,2,33,21.1,35.47,R
2,0,0,13,0,13,35.47,R
0,0,0,0,24,24,42.54,R
1,0,24,0,37,13,42.54,R
2,0,0,21,2,21.1,42.54,R
0,0,0,0,20,20,37.12,R
1,0,20,1,33,13.04,37.12,R
2,0,0,17,0,17,37.12,R
0,0,0,0,7,7,30,R
1,0,7,1,24,17.03,30,R
2,0,0,18,0,18,30,R
0,0,0,0,15,15,27.86,R
1,0,15,2,26,11.18,27.86,R
2,0,0,10,0,10,27.86,R
0,0,0,0,11,11,25.63,R
1,0,11,0,24,13,25.63,R
2,0,0,9,1,9.06,25.63,R
0,0,0,0,25,25,49.74,R
1,0,25,1,43,18.03,49.74,R
2,0,0,25,0,25,49.74,R
0,0,0,0,20,20,28.23,R
1,0,20,1,26,6.08,28.23,R
2,0,0,11,1,11.05,28.23,R
0,0,0,0,20,20,31.76,R
1,0,20,1,28,8.06,31.76,R
2,0,0,15,1,15.03,31.76,R
0,0,0,0,13,13,24.6,R
1,0,13,1,22,9.06,24.6,R
2,0,0,11,2,11.18,24.6,R
0,0,0,0,8,8,21.4,R
1,0,8,2,17,9.22,21.4,R
2,0,0,13,0,13,21.4,R
0,0,0,0,25,25,44.65,R
1,0,25,0,37,12,44.65,R
2,0,0,25,1,25.02,44.65,R
0,0,0,0,18,18,37.16,R
1,0,18,0,34,16,37.16,R
2,0,0,15,1,15.03,37.16,R
0,0,0,0,20,20,34.67,R
1,0,20,0,29,9,34.67,R
2,0,0,19,2,19.1,34.67,R
0,0,0,0,20,20,62.24,R
1,0,20,2,45,25.08,62.24,R
2,0,0,43,1,43.01,62.24,R
0,0,0,0,13,13,48.8,R
1,0,13,0,35,22,48.8,R
2,0,0,34,0,34,48.8,R
0,0,0,0,9,9,20,R
1,0,9,2,16,7.28,20,R
2,0,0,12,0,12,20,R
0,0,0,0,11,11,26.63,R
1,0,11,2,22,11.18,26.63,R
2,0,0,15,2,15.13,26.63,R
0,0,0,0,16,16,40.31,R
1,0,16,1,29,13.04,40.31,R
2,0,0,28,1,28.02,40.31,R
0,0,0,0,9,9,27.78,R
1,0,9,2,24,15.13,27.78,R
2,0,0,14,1,14.04,27.78,R
0,0,0,0,12,12,31.05,R
1,0,12,0,30,18,31.05,R
2,0,0,8,0,8,31.05,R
0,0,0,0,12,12,33.24,R
1,0,12,2,32,20.1,33.24,R
2,0,0,9,1,9.06,33.24,R
0,0,0,0,20,20,39.66,R
1,0,20,2,33,13.15,39.66,R
2,0,0,22,1,22.02,39.66,R
0,0,0,0,18,18,50.77,R
1,0,18,1,43,25.02,50.77,R
2,0,0,27,2,27.07,50.77,R
0,0,0,0,12,12,25.5,R
1,0,12,1,19,7.07,25.5,R
2,0,0,17,1,17.03,25.5,R
0,0,0,0,22,22,43.66,R
1,0,22,1,41,19.03,43.66,R
2,0,0,15,1,15.03,43.66,R
0,0,0,0,18,18,34.21,R
1,0,18,0,27,9,34.21,R
2,0,0,21,1,21.02,34.21,R
0,0,0,0,13,13,48.27,R
1,0,13,2,37,24.08,48.27,R
2,0,0,31,2,31.06,48.27,R
0,0,0,0,9,9,26.91,R
1,0,9,1,20,11.05,26.91,R
2,0,0,18,2,18.11,26.91,R
0,0,0,0,16,16,45.28,R
1,0,16,2,39,23.09,45.28,R
2,0,0,23,1,23.02,45.28,R
0,0,0,0,12,12,26.93,R
1,0,12,1,25,13.04,26.93,R
2,0,0,10,0,10,26.93,R
0,0,0,0,9,9,30.41,R
1,0,9,0,22,13,30.41,R
2,0,0,21,2,21.1,30.41,R
0,0,0,0,25,25,54.23,R
1,0,25,1,50,25.02,54.23,R
2,0,0,21,2,21.1,54.23,R
0,0,0,0,8,8,27.8,R
1,0,8,0,22,14,27.8,R
2,0,0,17,0,17,27.8,R
0,0,0,0,22,22,33.62,R
1,0,22,2,29,7.28,33.62,R
2,0,0,17,1,17.03,33.62,R
0,0,0,0,6,6,19.21,R
1,0,6,1,15,9.06,19.21,R
2,0,0,12,1,12.04,19.21,R
0,0,0,0,8,8,33.97,R
1,0,8,0,25,17,33.97,R
2,0,0,23,0,23,33.97,R
0,0,0,0,19,19,26.93,R
1,0,19,2,26,7.28,26.93,R
2,0,0,7,1,7.07,26.93,R
0,0,0,0,23,23,43.6,R
1,0,23,1,35,12.04,43.6,R
2,0,0,26,0,26,43.6,R
0,0,0,0,23,23,40.72,R
1,0,23,1,37,14.04,40.72,R
2,0,0,17,1,17.03,40.72,R
0,0,0,0,16,16,33.62,R
1,0,16,1,29,13.04,33.62,R
2,0,0,17,2,17.12,33.62,R
0,0,0,0,16,16,31.06,R
1,0,16,1,26,10.05,31.06,R
2,0,0,17,2,17.12,31.06,R
0,0,0,0,12,12,27.59,R
1,0,12,0,20,8,27.59,R
2,0,0,19,1,19.03,27.59,R
0,0,0,0,15,15,43.01,R
1,0,15,0,35,20,43.01,R
2,0,0,25,1,25.02,43.01,R
0,0,0,0,14,14,24.19,R
1,0,14,1,21,7.07,24.19,R
2,0,0,12,2,12.17,24.19,R
0,0,0,0,7,7,21.1,R
1,0,7,1,18,11.05,21.1,R
2,0,0,11,0,11,21.1,R
0,0,0,0,15,15,42.44,R
1,0,15,0,35,20,42.44,R
2,0,0,24,2,24.08,42.44,R
0,0,0,0,30,30,40.26,C
1,0,30,0,39,9,40.26,C
2,0,39,10,33,11.66,40.26,C
3,10,33,10,24,9,40.26,C
4,10,24,0,15,13.45,40.26,C
0,0,0,0,25,25,33.62,C
1,0,25,1,31,6.08,33.62,C
2,1,31,6,31,5,33.62,C
3,6,31,13,27,8.06,33.62,C
4,13,27,13,20,7,33.62,C
5,13,20,6,16,8.06,33.62,C
6,6,16,0,12,7.21,33.62,C
0,0,0,0,34,34,47.42,C
1,0,34,0,43,9,47.42,C
2,0,43,18,37,18.97,47.42,C
3,18,37,20,31,6.32,47.42,C
4,20,31,20,18,13,47.42,C
5,20,18,18,12,6.32,47.42,C
6,18,12,0,6,18.97,47.42,C
0,0,0,0,29,29,39.22,C
1,0,29,1,37,8.06,39.22,C
2,1,37,4,36,3.16,39.22,C
3,4,36,13,33,9.49,39.22,C
4,13,33,13,27,6,39.22,C
5,13,27,4,24,9.49,39.22,C
6,4,24,0,21,5,39.22,C
0,0,0,0,22,22,31.78,C
1,0,22,0,29,7,31.78,C
2,0,29,6,27,6.32,31.78,C
3,6,27,13,23,8.06,31.78,C
4,13,23,13,14,9,31.78,C
5,13,14,6,10,8.06,31.78,C
6,6,10,0,6,7.21,31.78,C
0,0,0,0,32,32,57.28,C
1,0,32,1,55,23.02,57.28,C
2,1,55,14,51,13.6,57.28,C
3,14,51,16,42,9.22,57.28,C
4,16,42,14,35,7.28,57.28,C
5,14,35,0,27,16.12,57.28,C
0,0,0,0,36,36,45.89,C
1,0,36,2,45,9.22,45.89,C
2,2,45,9,41,8.06,45.89,C
3,9,41,9,34,7,45.89,C
4,9,34,0,27,11.4,45.89,C
0,0,0,0,34,34,42.95,C
1,0,34,1,42,8.06,42.95,C
2,1,42,7,38,7.21,42.95,C
3,7,38,9,35,3.61,42.95,C
4,9,35,7,30,5.39,42.95,C
5,7,30,0,26,8.06,42.95,C
0,0,0,0,20,20,46.24,C
1,0,20,1,43,23.02,46.24,C
2,1,43,17,32,19.42,46.24,C
3,17,32,17,19,13,46.24,C
4,17,19,0,6,21.4,46.24,C
0,0,0,0,28,28,42.45,C
1,0,28,0,41,13,42.45,C
2,0,41,10,39,10.2,42.45,C
3,10,39,11,32,7.07,42.45,C
4,11,32,10,27,5.1,42.45,C
5,10,27,0,21,11.66,42.45,C
0,0,0,0,20,20,34.71,C
1,0,20,2,34,14.14,34.71,C
2,2,34,7,30,6.4,34.71,C
3,7,30,7,24,6,34.71,C
4,7,24,0,18,9.22,34.71,C
0,0,0,0,29,29,50.92,C
1,0,29,0,48,19,50.92,C
2,0,48,17,37,20.25,50.92,C
3,17,37,17,23,14,50.92,C
4,17,23,0,9,22.02,50.92,C
0,0,0,0,35,35,49.48,C
1,0,35,1,48,13.04,49.48,C
2,1,48,12,42,12.53,49.48,C
3,12,42,12,33,9,49.48,C
4,12,33,0,24,15,49.48,C
0,0,0,0,20,20,40.72,C
1,0,20,2,37,17.12,40.72,C
2,2,37,8,35,6.32,40.72,C
3,8,35,17,29,10.82,40.72,C
4,17,29,17,18,11,40.72,C
5,17,18,8,12,10.82,40.72,C
6,8,12,0,6,10,40.72,C
0,0,0,0,31,31,52.81,C
1,0,31,0,50,19,52.81,C
2,0,50,17,39,20.25,52.81,C
3,17,39,17,26,13,52.81,C
4,17,26,0,13,21.4,52.81,C
0,0,0,0,28,28,62.13,C
1,0,28,1,52,24.02,62.13,C
2,1,52,34,43,34.21,62.13,C
3,34,43,34,30,13,62.13,C
4,34,30,0,17,36.4,62.13,C
0,0,0,0,32,32,60.75,C
1,0,32,1,57,25.02,60.75,C
2,1,57,21,43,24.41,60.75,C
3,21,43,21,26,17,60.75,C
4,21,26,0,9,27.02,60.75,C
0,0,0,0,30,30,56.94,C
1,0,30,2,49,19.1,56.94,C
2,2,49,14,43,13.42,56.94,C
3,14,43,29,35,17,56.94,C
4,29,35,14,27,17,56.94,C
5,14,27,0,19,16.12,56.94,C
0,0,0,0,36,36,53.71,C
1,0,36,0,49,13,53.71,C
2,0,49,8,45,8.94,53.71,C
3,8,45,22,39,15.23,53.71,C
4,22,39,22,28,11,53.71,C
5,22,28,8,22,15.23,53.71,C
6,8,22,0,16,10,53.71,C
0,0,0,0,25,25,44.27,C
1,0,25,2,42,17.12,44.27,C
2,2,42,14,33,15,44.27,C
3,14,33,14,22,11,44.27,C
4,14,22,0,11,17.8,44.27,C
0,0,0,0,29,29,43.17,C
1,0,29,1,42,13.04,43.17,C
2,1,42,10,35,11.4,43.17,C
3,10,35,10,28,7,43.17,C
4,10,28,0,21,12.21,43.17,C
0,0,0,0,25,25,56.04,C
1,0,25,1,46,21.02,56.04,C
2,1,46,32,34,33.24,56.04,C
3,32,34,32,21,13,56.04,C
4,32,21,0,8,34.54,56.04,C
0,0,0,0,21,21,48.1,C
1,0,21,2,45,24.08,48.1,C
2,2,45,17,36,17.49,48.1,C
3,17,36,17,23,13,48.1,C
4,17,23,0,10,21.4,48.1,C
0,0,0,0,33,33,50.09,C
1,0,33,1,45,12.04,50.09,C
2,1,45,10,41,9.85,50.09,C
3,10,41,22,34,13.89,50.09,C
4,22,34,22,21,13,50.09,C
5,22,21,10,14,13.89,50.09,C
6,10,14,0,7,12.21,50.09,C
0,0,0,0,21,21,30.68,C
1,0,21,1,29,8.06,30.68,C
2,1,29,10,24,10.3,30.68,C
3,10,24,10,17,7,30.68,C
4,10,17,0,10,12.21,30.68,C
0,0,0,0,35,35,53.14,C
1,0,35,0,50,15,53.14,C
2,0,50,18,43,19.31,53.14,C
3,18,43,18,36,7,53.14,C
4,18,36,0,29,19.31,53.14,C
0,0,0,0,27,27,54.13,C
1,0,27,2,49,22.09,54.13,C
2,2,49,12,45,10.77,54.13,C
3,12,45,23,37,13.6,54.13,C
4,23,37,23,22,15,54.13,C
5,23,22,12,14,13.6,54.13,C
6,12,14,0,6,14.42,54.13,C
0,0,0,0,27,27,50.92,C
1,0,27,2,48,21.1,50.92,C
2,2,48,8,46,6.32,50.92,C
3,8,46,17,40,10.82,50.92,C
4,17,40,17,29,11,50.92,C
5,17,29,8,23,10.82,50.92,C
6,8,23,0,17,10,50.92,C
0,0,0,0,24,24,48.85,C
1,0,24,2,45,21.1,48.85,C
2,2,45,19,36,19.24,48.85,C
3,19,36,19,26,10,48.85,C
4,19,26,0,16,21.47,48.85,C
0,0,0,0,35,35,61.03,C
1,0,35,1,58,23.02,61.03,C
2,1,58,19,47,21.1,61.03,C
3,19,47,19,34,13,61.03,C
4,19,34,0,21,23.02,61.03,C
0,0,0,0,31,31,43.42,C
1,0,31,1,42,11.05,43.42,C
2,1,42,6,42,5,43.42,C
3,6,42,11,38,6.4,43.42,C
4,11,38,11,31,7,43.42,C
